seq_id	tax_id	seq_family	seq_genus	seq_species	ref_seq_id	ref_tax_id	ref_seq_family	ref_seq_genus	ref_seq_species	edit_distance
CRALB23186-21	TX0228	Cecidomyiidae	nan	nan	CRALA32071-21	TX0269	Sciaridae	nan	nan	4
CRBLA9874-22	TX0228	Cecidomyiidae	nan	nan	ONTA15709-23	TX0232	Chironomidae	nan	nan	28
CRBLA9874-22	TX0228	Cecidomyiidae	nan	nan	CRCEC39376-22	TX0232	Chironomidae	nan	nan	28
GMAFT321-15	TX0228	Cecidomyiidae	nan	nan	CRCBC14021-23	TX0269	Sciaridae	nan	nan	24
CRSGA2465-23	TX0228	Cecidomyiidae	nan	nan	ONTA14465-23	TX0269	Sciaridae	nan	nan	29
CRSAA8106-23	TX0228	Cecidomyiidae	nan	nan	NGNAX1900-14	TX0232	Chironomidae	nan	nan	31
CRCBB4968-23	TX0228	Cecidomyiidae	nan	nan	CRTOB41149-22	TX0269	Sciaridae	nan	nan	31
CRBOB7433-23	TX0228	Cecidomyiidae	nan	nan	CRALB24581-21	TX0926	Lauxaniidae	nan	nan	10
CRSRA9124-22	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	30
TSMTF1627-22	TX0228	Cecidomyiidae	nan	nan	GBMAB2053-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	30
CRKAS7322-23	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	24
CRQUA27954-22	TX0228	Cecidomyiidae	nan	nan	CRQUB17493-22	TX0232	Chironomidae	nan	nan	4
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA20545-22	TX0228	Cecidomyiidae	nan	nan	0
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA13048-22	TX0228	Cecidomyiidae	nan	nan	0
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUB8081-22	TX0228	Cecidomyiidae	nan	nan	0
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA41243-22	TX0228	Cecidomyiidae	nan	nan	2
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA17281-22	TX0228	Cecidomyiidae	nan	nan	2
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUB20545-22	TX0228	Cecidomyiidae	nan	nan	2
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA2398-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUB17214-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA5150-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA15997-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUB15254-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA5901-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA20988-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA4682-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUA1924-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRQUB10491-22	TX0228	Cecidomyiidae	nan	nan	3
CRQUB28344-22	TX0232	Chironomidae	nan	nan	EMMAS17327-23	TX0228	Cecidomyiidae	nan	nan	27
CRQUB28344-22	TX0232	Chironomidae	nan	nan	CRCCB2597-23	TX0228	Cecidomyiidae	nan	nan	30
THAMI4611-23	TX0228	Cecidomyiidae	nan	nan	CRALB34855-21	TX0269	Sciaridae	nan	nan	18
CRBLA38846-22	TX0228	Cecidomyiidae	nan	nan	CRCEC47838-22	TX0269	Sciaridae	nan	nan	2
CRCBB34436-23	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	29
CRTRA44278-22	TX0228	Cecidomyiidae	nan	nan	CRTRA52657-22	TX0269	Sciaridae	nan	nan	0
CRTRA44278-22	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	4
THAMD4551-22	TX0228	Cecidomyiidae	nan	nan	CRATA43500-22	TX0261	Dolichopodidae	nan	nan	25
CRKAS3774-23	TX0228	Cecidomyiidae	nan	nan	ONTA26858-23	TX0232	Chironomidae	nan	nan	31
CIBIP1369-22	TX0228	Cecidomyiidae	nan	nan	GMARX31665-23	TX0269	Sciaridae	nan	nan	28
THAMB6054-22	TX0228	Cecidomyiidae	nan	nan	PHJUL1086-11	TX0930	Hybotidae	nan	nan	30
GMARX31811-23	TX0228	Cecidomyiidae	nan	nan	CNEIB1378-12	TX0290	Mycetophilidae	nan	nan	29
CRCEC27418-22	TX0228	Cecidomyiidae	nan	nan	CRCEC18398-22	TX0266	Psychodidae	nan	nan	0
CRCBA46797-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38142-22	TX0266	Psychodidae	nan	nan	2
CRCBA46797-23	TX0228	Cecidomyiidae	nan	nan	ONTA14475-23	TX0266	Psychodidae	nan	nan	2
CEFIN5801-21	TX0228	Cecidomyiidae	nan	nan	GMGKH2182-20	TX0232	Chironomidae	nan	nan	27
NORSC7381-23	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
CEFIN8805-21	TX0228	Cecidomyiidae	nan	nan	OPPFO2978-17	TX1218	Tachinidae	nan	nan	30
CRKAS6546-23	TX0228	Cecidomyiidae	nan	nan	PLXDC3092-20	TX0301	Coccinellidae	nan	nan	28
CRKAS6546-23	TX0228	Cecidomyiidae	nan	nan	CRCBB31830-23	TX1442	Clusiidae	nan	nan	29
CRCBB16399-23	TX0228	Cecidomyiidae	nan	nan	CRCBB27671-23	TX0287	Ceratopogonidae	nan	nan	20
CROCA737-21	TX0228	Cecidomyiidae	nan	nan	CRATA43500-22	TX0261	Dolichopodidae	nan	nan	27
CRTRA10058-22	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	4
TSMTA17344-22	TX0228	Cecidomyiidae	nan	nan	GBMAB2055-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	28
TSMTA17344-22	TX0228	Cecidomyiidae	nan	nan	GBMAB2053-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	29
TSMTA17344-22	TX0228	Cecidomyiidae	nan	nan	GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	29
TSMTA17344-22	TX0228	Cecidomyiidae	nan	nan	GBMAB2057-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	29
CRBAC19425-22	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	6
CRKAS12136-23	TX0228	Cecidomyiidae	nan	nan	CRALB12999-21	TX0261	Dolichopodidae	nan	nan	25
CRKAS12136-23	TX0228	Cecidomyiidae	nan	nan	CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	28
CRKAS4142-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40136-22	TX1207	Phengodidae	nan	nan	24
GMARX32403-23	TX0228	Cecidomyiidae	nan	nan	GMARX31665-23	TX0269	Sciaridae	nan	nan	3
CRALB11497-21	TX0228	Cecidomyiidae	nan	nan	CRALB34855-21	TX0269	Sciaridae	nan	nan	4
CRALB11497-21	TX0228	Cecidomyiidae	nan	nan	CRALB32330-21	TX0287	Ceratopogonidae	nan	nan	6
PLODI038-20	TX0228	Cecidomyiidae	nan	nan	CRCEC48799-22	TX0286	Scelionidae	nan	nan	28
CRSGA249-23	TX0228	Cecidomyiidae	nan	nan	CRATA24669-22	TX0261	Dolichopodidae	nan	nan	27
CRTRA8590-22	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	5
THAME7259-23	TX0228	Cecidomyiidae	nan	nan	PHJUL1086-11	TX0930	Hybotidae	nan	nan	27
GMMGN5266-18	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	25
CRALA5365-21	TX0228	Cecidomyiidae	nan	nan	CRALB10124-21	TX0269	Sciaridae	nan	nan	4
GMMOZ13637-23	TX0228	Cecidomyiidae	nan	nan	ONTA15709-23	TX0232	Chironomidae	nan	nan	26
CRALB8339-21	TX0228	Cecidomyiidae	nan	nan	CRALA32071-21	TX0269	Sciaridae	nan	nan	1
CRSIA8282-21	TX0228	Cecidomyiidae	nan	nan	CRSIA49363-22	TX0269	Sciaridae	nan	nan	3
CRKAS11990-23	TX0228	Cecidomyiidae	nan	nan	CRCEC47040-22	TX0266	Psychodidae	nan	nan	29
CRBOB10357-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40118-22	TX0923	Chrysomelidae	nan	nan	5
CRCBB14115-23	TX0228	Cecidomyiidae	nan	nan	GMBDE1458-23	TX0269	Sciaridae	nan	nan	27
CRCEC43542-22	TX0228	Cecidomyiidae	nan	nan	GMGMV1928-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	30
TSMTB5457-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2055-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	29
TSMTB5457-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2057-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	30
TSMTB5457-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2053-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	30
TSMTB5457-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	30
CRCBB13805-23	TX0228	Cecidomyiidae	nan	nan	ONTA19955-23	TX0269	Sciaridae	nan	nan	1
CRCBB13805-23	TX0228	Cecidomyiidae	nan	nan	CRCEC47959-22	TX0269	Sciaridae	nan	nan	1
CRBOE16871-23	TX0228	Cecidomyiidae	nan	nan	GMARX31665-23	TX0269	Sciaridae	nan	nan	27
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCEC38228-22	TX0228	Cecidomyiidae	nan	nan	0
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB40467-23	TX0228	Cecidomyiidae	nan	nan	3
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB14063-23	TX0228	Cecidomyiidae	nan	nan	3
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCEC40135-22	TX0906	Mordellidae	nan	nan	6
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB43151-23	TX0228	Cecidomyiidae	nan	nan	7
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB23737-23	TX0228	Cecidomyiidae	nan	nan	6
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB20263-23	TX0228	Cecidomyiidae	nan	nan	6
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB47200-23	TX0228	Cecidomyiidae	nan	nan	23
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB23878-23	TX0228	Cecidomyiidae	nan	nan	25
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB4288-23	TX0228	Cecidomyiidae	nan	nan	23
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB21957-23	TX0228	Cecidomyiidae	nan	nan	25
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCBB13929-23	TX0228	Cecidomyiidae	nan	nan	25
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCCB4402-23	TX0228	Cecidomyiidae	nan	nan	26
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRSCA4307-23	TX0228	Cecidomyiidae	nan	nan	27
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRCCB16805-23	TX0228	Cecidomyiidae	nan	nan	28
ONTA15386-23	TX0232	Chironomidae	nan	nan	CRBOA58177-23	TX0228	Cecidomyiidae	nan	nan	29
ONTA15386-23	TX0232	Chironomidae	nan	nan	GCEP13519-23	TX0228	Cecidomyiidae	nan	nan	30
ONTA15386-23	TX0232	Chironomidae	nan	nan	GCEP14201-23	TX0228	Cecidomyiidae	nan	nan	31
ONTA15386-23	TX0232	Chironomidae	nan	nan	CEFIN2438-21	TX0228	Cecidomyiidae	nan	nan	32
CRKAS1976-23	TX0228	Cecidomyiidae	nan	nan	PLQDM082-20	TX0269	Sciaridae	nan	nan	29
THAMD11834-22	TX0228	Cecidomyiidae	nan	nan	ONTA32992-23	TX0232	Chironomidae	nan	nan	29
CRCBB22730-23	TX0228	Cecidomyiidae	nan	nan	CRALB41004-21	TX0926	Lauxaniidae	nan	nan	19
CRCBB16377-23	TX0228	Cecidomyiidae	nan	nan	CRBAC19007-22	TX0269	Sciaridae	nan	nan	25
CRCBB16377-23	TX0228	Cecidomyiidae	nan	nan	CRBLA47206-22	TX0269	Sciaridae	nan	nan	28
CRSAA771-21	TX0228	Cecidomyiidae	nan	nan	CRATA43500-22	TX0261	Dolichopodidae	nan	nan	25
CRCBB540-23	TX0228	Cecidomyiidae	nan	nan	CRATA43500-22	TX0261	Dolichopodidae	nan	nan	28
CRBAA17667-22	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	27
CRCCB3768-23	TX0228	Cecidomyiidae	nan	nan	CRCEC39053-22	TX0232	Chironomidae	nan	nan	25
CRCCB3768-23	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	25
NORSC8271-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42106-22	TX0232	Chironomidae	nan	nan	30
NORSC8271-23	TX0228	Cecidomyiidae	nan	nan	ONTA22748-23	TX0232	Chironomidae	nan	nan	30
CRQUA17430-22	TX0228	Cecidomyiidae	nan	nan	CRQUB17493-22	TX0232	Chironomidae	nan	nan	7
CRALB1649-21	TX0228	Cecidomyiidae	nan	nan	CRALB32330-21	TX0287	Ceratopogonidae	nan	nan	5
GCEP13680-23	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	31
CRSIA10806-21	TX0228	Cecidomyiidae	nan	nan	CRSIA49363-22	TX0269	Sciaridae	nan	nan	5
CRHYA12394-22	TX0228	Cecidomyiidae	nan	nan	CRHYA5543-22	TX0266	Psychodidae	nan	nan	0
CRTOC5521-22	TX0228	Cecidomyiidae	nan	nan	CRTOB41149-22	TX0269	Sciaridae	nan	nan	0
CRTOC5521-22	TX0228	Cecidomyiidae	nan	nan	CRTOC5675-22	TX0269	Sciaridae	nan	nan	0
CRBAA9472-22	TX0228	Cecidomyiidae	nan	nan	CRHTA29240-22	TX0266	Psychodidae	nan	nan	4
CRSAA4011-23	TX0228	Cecidomyiidae	nan	nan	CRHYA5543-22	TX0266	Psychodidae	nan	nan	25
CRSAA4011-23	TX0228	Cecidomyiidae	nan	nan	CROAE4852-23	TX0276	Limoniidae	nan	nan	26
GMMGD1337-14	TX0228	Cecidomyiidae	nan	nan	CRALB32330-21	TX0287	Ceratopogonidae	nan	nan	30
CRCBB1003-23	TX0228	Cecidomyiidae	nan	nan	CRCBB27671-23	TX0287	Ceratopogonidae	nan	nan	25
CRCBB29506-23	TX0228	Cecidomyiidae	nan	nan	CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	16
CRCBB29506-23	TX0228	Cecidomyiidae	nan	nan	CRBLA16055-22	TX0266	Psychodidae	nan	nan	18
CRKAS7534-23	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	25
CRCBB20114-23	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	30
CRBLA10883-22	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	5
CRBAA10923-22	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	28
CRALA19427-21	TX0228	Cecidomyiidae	nan	nan	CRALB32330-21	TX0287	Ceratopogonidae	nan	nan	16
CRMBA39096-24	TX0228	Cecidomyiidae	nan	nan	GMARX31665-23	TX0269	Sciaridae	nan	nan	31
CRHYA6983-22	TX0228	Cecidomyiidae	nan	nan	CRCEC44162-22	TX0269	Sciaridae	nan	nan	4
CRCBB28335-23	TX0228	Cecidomyiidae	nan	nan	ONTA32992-23	TX0232	Chironomidae	nan	nan	0
CRSGA2158-23	TX0228	Cecidomyiidae	nan	nan	CRALB12999-21	TX0261	Dolichopodidae	nan	nan	14
CRSGA2158-23	TX0228	Cecidomyiidae	nan	nan	CRALA14889-21	TX0926	Lauxaniidae	nan	nan	14
CRSGA2158-23	TX0228	Cecidomyiidae	nan	nan	CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	17
CRSGA2158-23	TX0228	Cecidomyiidae	nan	nan	CRALA2007-21	TX0290	Mycetophilidae	nan	nan	17
CRHTA13057-22	TX0228	Cecidomyiidae	nan	nan	CRALA2007-21	TX0290	Mycetophilidae	nan	nan	25
THAME2734-22	TX0228	Cecidomyiidae	nan	nan	CRCEC8097-22	TX0269	Sciaridae	nan	nan	27
THAMD12617-22	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	30
THAMD12617-22	TX0228	Cecidomyiidae	nan	nan	GMGMV1928-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	31
CRCBB16257-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	28
CRBOE4445-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38407-22	TX0269	Sciaridae	nan	nan	31
THAMA4854-22	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	29
CRALA37822-21	TX0228	Cecidomyiidae	nan	nan	CRALA32071-21	TX0269	Sciaridae	nan	nan	7
GMMOZ2975-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38407-22	TX0269	Sciaridae	nan	nan	28
SAWSA14211-23	TX0228	Cecidomyiidae	nan	nan	ONTA26572-23	TX0269	Sciaridae	nan	nan	28
CRSIA9208-21	TX0228	Cecidomyiidae	nan	nan	CRSIA49363-22	TX0269	Sciaridae	nan	nan	1
CRKAS4387-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40136-22	TX1207	Phengodidae	nan	nan	20
CRQUA15997-22	TX0228	Cecidomyiidae	nan	nan	CRQUB17493-22	TX0232	Chironomidae	nan	nan	3
CRQUA15997-22	TX0228	Cecidomyiidae	nan	nan	CRQUB28344-22	TX0232	Chironomidae	nan	nan	7
GMMNT029-18	TX0228	Cecidomyiidae	nan	nan	GMGMV2756-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	27
GMMNT029-18	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	29
GMMNT029-18	TX0228	Cecidomyiidae	nan	nan	PLNDO170-20	TX0266	Psychodidae	nan	nan	30
CRBOE4504-23	TX0228	Cecidomyiidae	nan	nan	SSBAF3761-13	TX0290	Mycetophilidae	nan	nan	29
CRCBB14772-23	TX0228	Cecidomyiidae	nan	nan	CRCEC38142-22	TX0266	Psychodidae	nan	nan	2
CRCBB14772-23	TX0228	Cecidomyiidae	nan	nan	ONTA14475-23	TX0266	Psychodidae	nan	nan	2
THAMG10696-23	TX0228	Cecidomyiidae	nan	nan	GMARX31665-23	TX0269	Sciaridae	nan	nan	26
CRKAS15391-23	TX0228	Cecidomyiidae	nan	nan	CNEIB1378-12	TX0290	Mycetophilidae	nan	nan	26
CRBLA20471-22	TX0228	Cecidomyiidae	nan	nan	CRBLA16055-22	TX0266	Psychodidae	nan	nan	6
CRBLA20471-22	TX0228	Cecidomyiidae	nan	nan	CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	10
THAMB9544-23	TX0228	Cecidomyiidae	nan	nan	ONTA26858-23	TX0232	Chironomidae	nan	nan	28
THAMB9544-23	TX0228	Cecidomyiidae	nan	nan	CRCEC43746-22	TX0232	Chironomidae	nan	nan	28
THAMB9544-23	TX0228	Cecidomyiidae	nan	nan	CRBAC1334-22	TX0287	Ceratopogonidae	nan	nan	28
CROAE10478-23	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	22
CRALB36164-21	TX0228	Cecidomyiidae	nan	nan	CRALB32330-21	TX0287	Ceratopogonidae	nan	nan	14
CNTIC3390-15	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	31
CEFIN8811-21	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
NORSC7035-23	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	27
GMARJ622-14	TX0228	Cecidomyiidae	nan	nan	CRALB10124-21	TX0269	Sciaridae	nan	nan	32
CRBOE21537-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	31
GCEP13235-23	TX0228	Cecidomyiidae	nan	nan	ONTA22748-23	TX0232	Chironomidae	nan	nan	28
GCEP13235-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42106-22	TX0232	Chironomidae	nan	nan	28
CRSIB4927-22	TX0228	Cecidomyiidae	nan	nan	PLEDA3304-20	TX0275	Sphaeroceridae	nan	nan	31
THAMC8487-22	TX0228	Cecidomyiidae	nan	nan	CRCBC14021-23	TX0269	Sciaridae	nan	nan	29
CRSRA9224-22	TX0228	Cecidomyiidae	nan	nan	CRSIB5362-22	TX0926	Lauxaniidae	nan	nan	3
CRBAA11526-22	TX0228	Cecidomyiidae	nan	nan	GMGMV4643-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	30
CRBAA11526-22	TX0228	Cecidomyiidae	nan	nan	GMGMV2756-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	30
ONTA19802-23	TX0228	Cecidomyiidae	nan	nan	CRCEC46485-22	TX0269	Sciaridae	nan	nan	6
CRBOB7284-23	TX0228	Cecidomyiidae	nan	nan	ONTA26858-23	TX0232	Chironomidae	nan	nan	28
CRBOB7284-23	TX0228	Cecidomyiidae	nan	nan	CRBAC1334-22	TX0287	Ceratopogonidae	nan	nan	31
CRKAS6657-23	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	31
CRCBB2122-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42091-22	TX0269	Sciaridae	nan	nan	31
CRCEC44883-22	TX0228	Cecidomyiidae	nan	nan	CRBAA2595-22	TX0287	Ceratopogonidae	nan	nan	32
CRCBB32886-23	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	27
THAMC9836-22	TX0228	Cecidomyiidae	nan	nan	GMBDE1458-23	TX0269	Sciaridae	nan	nan	31
CRKAS11993-23	TX0228	Cecidomyiidae	nan	nan	CRCEC8097-22	TX0269	Sciaridae	nan	nan	26
CRBOE23232-23	TX0228	Cecidomyiidae	nan	nan	CRBLA48725-22	TX0287	Ceratopogonidae	nan	nan	30
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	SAKDB5330-23	TX0228	Cecidomyiidae	nan	nan	22
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	SAWSB6276-23	TX0228	Cecidomyiidae	nan	nan	23
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	GMMGD5673-18	TX0228	Cecidomyiidae	nan	nan	26
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	TSMTB4898-23	TX0228	Cecidomyiidae	nan	nan	27
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	TSMTB5457-23	TX0228	Cecidomyiidae	nan	nan	27
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	GMMSI635-18	TX0228	Cecidomyiidae	nan	nan	28
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	TSMTB2226-22	TX0228	Cecidomyiidae	nan	nan	28
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	TSMTH747-23	TX0228	Cecidomyiidae	nan	nan	28
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	TSMTB3754-23	TX0228	Cecidomyiidae	nan	nan	28
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	TSMTA17344-22	TX0228	Cecidomyiidae	nan	nan	29
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	EMMAS11377-22	TX0228	Cecidomyiidae	nan	nan	30
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	CRCBB4375-23	TX0228	Cecidomyiidae	nan	nan	30
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	GMSAA997-13	TX0228	Cecidomyiidae	nan	nan	30
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	CEFIN5319-21	TX0228	Cecidomyiidae	nan	nan	31
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	GMPDK17776-23	TX0228	Cecidomyiidae	nan	nan	31
GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	GMSAB2408-13	TX0228	Cecidomyiidae	nan	nan	31
GMARN1416-14	TX0228	Cecidomyiidae	nan	nan	ONTA32992-23	TX0232	Chironomidae	nan	nan	29
CRCBB33338-23	TX0228	Cecidomyiidae	nan	nan	CRALB41004-21	TX0926	Lauxaniidae	nan	nan	12
CROAE13071-23	TX0228	Cecidomyiidae	nan	nan	CRCBB31830-23	TX1442	Clusiidae	nan	nan	22
CRBOB1950-23	TX0228	Cecidomyiidae	nan	nan	CRCBA9674-22	TX0232	Chironomidae	nan	nan	26
CRTRA32720-22	TX0228	Cecidomyiidae	nan	nan	ONTA22748-23	TX0232	Chironomidae	nan	nan	31
EMMAS8193-22	TX0228	Cecidomyiidae	nan	nan	CRALA21821-21	TX0930	Hybotidae	nan	nan	28
SAWSA10629-23	TX0228	Cecidomyiidae	nan	nan	CRCEC48799-22	TX0286	Scelionidae	nan	nan	31
SAWSA10629-23	TX0228	Cecidomyiidae	nan	nan	CRCEC40214-22	TX1138	Platygastridae	nan	nan	32
NORSC6816-23	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	0
EMCEB2131-22	TX0228	Cecidomyiidae	nan	nan	CRBAC19007-22	TX0269	Sciaridae	nan	nan	26
GMARE679-14	TX0232	Chironomidae	nan	nan	HPPPJ906-13	TX0228	Cecidomyiidae	nan	nan	24
GMARE679-14	TX0232	Chironomidae	nan	nan	OPPKG1636-17	TX0228	Cecidomyiidae	nan	nan	24
GMARE679-14	TX0232	Chironomidae	nan	nan	THAMD15343-22	TX0228	Cecidomyiidae	nan	nan	25
GMARE679-14	TX0232	Chironomidae	nan	nan	THAMD12912-22	TX0228	Cecidomyiidae	nan	nan	25
